id,title
1,関数型オブジェクト指向命令型 Scala
2,Scala における型クラス入門
3,Spotify での Scio を使ったデータ処理
4,Scala Driven Management
5,プロジェクトで引き回す型をEffにするメリット
6,ハイパフォーマンスScala
7,Scala ♥ Graal
8,継続とDI
9,Scala and SRE
10,"ハウツー・テストproper{t,l}y"
