id,title
1,サイバーエージェントにおけるプライベートコンテナ基盤AKEを支える技術
2,マイクロサービスアプリケーションとしての機械学習
3,"""Yahoo! JAPANのKubernetes-as-a-Service""で加速するアプリケーション開発"
4,Kubernetes x PaaS - コンテナアプリケーションのNoOpsへの挑戦
5,2018年のDocker・Moby
6,今こそKubernetes。最高の仕事道具で使いこなそう
7,Kubernetesのない世界 すべてがサーバーレスになる
8,『コンテナ疲れ』と戦う、k8s・PaaS・Serverlessの活用法！
9,CNCF: Evolving the Container Landscape
